Nama_Obat;Manufacturer;Content;Indications;Contraindications;Adverse_Reactions;Diseases;MIMS_Class
Vergo;Yarindo Farmatama;Betahistine HCl;Meniere's syndrome with symptoms of vertigo (with nausea/vomiting), hearing loss (hearing difficulty) & tinnitus.;Hypersensitivity. Pheochromocytoma.;"Headache; GI disorders; hypersensitivity reactions eg, skin rashes & anaphylaxis.";"Nausea & Vomiting; Vertigo.";Antivertigo Drugs
Versilon 6;Mersifarma TM;Betahistine mesylate;Vertigo, tinnitus, hearing loss associated with Meniere's syndrome.;Hypersensitivity. Pheochromocytoma.;GI disturbances, headache, pruritus.;"Nausea & Vomiting; Vertigo.";Antivertigo Drugs
Versyl;Gracia Pharmindo;Betahistine mesylate;Reduce vertigo, dizziness associated with balance disorders that occur in blood circulation disorders or Meniere's syndrome & peripheral vertigo.;Hypersensitivity. Phaeochromocytoma.;Nausea, vomiting, other GI disorders & skin rash.;"Nausea & Vomiting; Vertigo.";Antivertigo Drugs
Vertigosan;Sanbe;Betahistine mesilate;Vertigo & dizziness associated with Meniere's disease, Meniere's syndrome & peripheral vertigo.;Pheochromocytoma.;"Rarely, nausea, vomiting; skin rash.";"Nausea & Vomiting; Vertigo.";Antivertigo Drugs
Vertikaf;Pharmasolindo;Betahistine diHCl;Vertigo, symptoms which accompany Meniere's disease eg, tinnitus, hearing loss, nausea & vomiting.;Hypersensitivity.;Mild gastric dyscomfort, skin rash.;"Nausea & Vomiting; Vertigo.";Antivertigo Drugs
Acetram;Prima Medika;Tramadol 37.5 mg, paracetamol 325 mg;"Moderate to severe acute & chronic pain; painful diagnostic or therapeutic measures, post-op pain. As sport & rehabilitation medicine.";Acute alcohol intoxication, hypnotics, centrally-acting analgesics, opioids or psychotropic drugs.;Nausea, dizziness, somnolence.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Analtram;Lapi;Tramadol 37.5 mg, paracetamol 325 mg;Short-term treatment of acute pain.;"Hypersensitivity to opioids, acute intoxication with alcohol, hypnotics, narcotics, centrally acting analgesics, opioids, psychotropics; patients receiving MAOIs or within 2 week of withdrawal; severe hepatic impairment; epilepsy not controlled by treatment. Pregnancy & lactation.";"Nausea, dizziness, somnolence. Asthenia, fatigue, hot flushes; headache, tremor; abdominal pain, constipation, diarrhea, dyspepsia, flatulence, dry mouth, vomiting; anorexia, anxiety, confusion, euphoria, insomnia, nervousness; pruritus, rash, increased sweating.";"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Catramol;Caprifarmindo;Tramadol HCl 37.5 mg, paracetamol 325 mg;Short-term treatment of acute pain.;Hypersensitivity to tramadol, paracetamol or other opioids. Acute intoxication with alcohol, hypnotics, narcotics, centrally acting analgesics, opioids or psychotropic drugs. Patients using MAOIs concurrently or within the last 14 days.;"Nausea, dizziness & somnolence. Asthenia, fatigue, hot flushes; headache, tremor; GI disorders; psychiatric disorders; pruritus, rash, increased sweating.";"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Coditam;Kimia Farma;Codeine 30 mg, paracetamol 500 mg;Symptomatic relief of moderate to severe pain.;Hypersensitivity. Acute bronchial asthma, head injury, increased intracranial pressure, biliary tract surgery, liver & kidney dysfunction. Pregnancy & lactation.;Long-term use may cause tolerance or drug dependence. Resp depression, heart disorders, shock, dizziness, visual disturbances, mental depression, sedation, euphoria, dysphoria, tiredness, agitation, nervousness, delirium, insomnia, nausea, vomiting, hypotension, constipation, hypersensitivity reactions.;"Burns - Initial Management; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Dolgesik;Mersifarma TM;Tramadol HCl;Severe acute & chronic pain, post-op pain.;Concomitant therapy with MAOIs. Acute intoxication with alcohol, hypnotics, analgesics, psychotropics.;Nausea, vomiting, dyspepsia, obstipation, fatigue, sedation, dizziness, pruritus, sweating, flushing, dry mouth, headache.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis.";Analgesics (Opioid)
Dotramol;Yarindo Farmatama;Paracetamol 325 mg, tramadol HCl 37.5 mg;Short-term treatment of acute pain.;Hypersensitivity. Acute intoxication with alcohol, hypnotics, centrally-acting analgesics, opioids or psychotropic drugs. Patients receiving MAOIs or within 2 week of withdrawal. Severe hepatic impairment. Epilepsy not controlled by treatment. Pregnancy & lactation.;Nausea, dizziness & somnolence.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Durogesic;Johnson & Johnson;Fentanyl;Management of chronic pain & intractable pain that requires continuous opioid administration for an extended period of time.;Hypersensitivity. Management of acute or post-op pain. Significant resp depression.;"Anaphylactic shock & reaction, anaphylactoid reaction; agitation; convulsions (including clonic & grand mal convulsions), amnesia, depressed level of consciousness, loss of consciousness, sleep apnea syndrome; blurred vision; tachycardia, bradycardia; hypotension, HTN; resp distress, apnea, bradypnea, hypoventilation, dyspnea, hypoxia; ileus, dyspepsia; androgen deficiency; body temp change feeling, pyrexia, erosion & ulcer at application site.";"Cancer Pain; Chronic Pelvic Pain; Chronic Pelvic Pain in Women.";Analgesics (Opioid)
Fentanyl Dexa Medica;Dexa Medica;Fentanyl;Opioid analgesic supplement in general or regional anaesth. Anaesth premed with a neuroleptic agent for induction of anaesth & adjunct in maintenance of general & regional anaesth. Anaesth with O2 in selected high-risk patients undergoing major surgery.;Known intolerance to any of its components or to other opioids.;"Sedation, dizziness, dyskinesia; visual disturbance; bradycardia, tachycardia, arrhythmia; hypotension, HTN, vein pain; apnea, bronchospasm, laryngospasm; nausea, vomiting; allergic dermatitis; muscle rigidity; post-op confusion, neurological anaesth complication.";"Cancer Pain; Chronic Pelvic Pain; Chronic Pelvic Pain in Women.";Anaesthetics - Local & General   /   Analgesics (Opioid)
Fentanyl Johnson & Johnson;Johnson & Johnson;Fentanyl;Opioid analgesic supplement in general or regional anesth. Anesth premed with a neuroleptic agent for induction of anesth & adjunct in the maintenance of general & regional anesth. Anesth agent with O2 in selected high-risk patients undergoing major surgery.;Known intolerance to any of its components or to other opioids.;Nausea, vomiting, HTN, hypotension, bradycardia, muscle rigidity, chills, shivering, restlessness, post-op hallucinations, extrapyramidal symptoms.;"Cancer Pain; Chronic Pelvic Pain; Chronic Pelvic Pain in Women.";Anaesthetics - Local & General   /   Analgesics (Opioid)
Jurnista;Johnson & Johnson;Hydromorphone HCl;Management of moderate to severe cancer pain in opioid tolerant patients requiring continuous, around-the-clock opioid analgesia for an extended period of time.;"Hypersensitivity. Surgical procedures &/or underlying disease that would result in narrowing of the GI tract, have blind loops or GI obstruction. Management of acute or post-op pain. Status asthmaticus; resp depression & insufficiency; acute abdominal pain of unknown origin. Concomitant treatment with MAOIs or within 14 days of stopping such treatment; buprenorphine, nalbuphine or pentazocine. Patient in a coma state. Severely decreased liver function. Pregnancy, labor, delivery. Childn.";"Hypersensitivity; angioedema, urticaria. Sleep apnea syndrome.";Cancer Pain.;Analgesics (Opioid)
Morfikaf;Kimia Farma;Morphine;"Relief & eliminate severe pain due to coronary thrombosis, neoplasm, renal or bile colic, acute occlusive peripheral, pulmonary or coronary arteries; acute pericarditis, pleurisy & spontaneous pneumothorax. Trauma eg, burns, fractures & post-surgical pain.";"Hypersensitivity. Patients with severe asthma; paralytic ileus. Pregnancy & lactation.";"Prolonged use may cause tolerance or dependency; resp depression; dizziness, visual disturbances, mental depression, sedation, coma, euphoria, agitation, weak dysphoria, nervousness, delirium & insomnia; nausea, vomiting, hypotension & constipation; pruritus, urticaria, redness of the skin & edema.";"Cancer Pain; Neuropathic Pain; Burns - Initial Management.";Analgesics (Opioid)
Pyrexin Extra;Meprofarm;Paracetamol 325 mg, tramadol HCl 37.5 mg;Short-term therapy for acute pain.;Hypersensitivity to paracetamol, tramadol or opioids. Situations where opioids are contraindicated excluding acute poisoning cases with alcohol, hypnotics, narcotics, anlagesics that work on CNS or psychotropic drugs.;"Nausea, dizziness, drowsiness; asthenia, fatigue, blushing; CNS & peripheral nervous system disorder (headache, tremor); GI disorder; psychiatric disorders; pruritus, rash, excessive sweating; mental disorder; anemia; dyspnea; albuminuria, urinary disorders, oliguria, urinary retention; vision disorder; withdrawal syndrome.";"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Santramol;Sanbe;Tramadol HCl 37.5 mg, paracetamol 325 mg;Short-term treatment of acute pain.;Hypersensitivity to tramadol, paracetamol or other opioids. Acute intoxication with alcohol, hypnotics, narcotics, centrally acting analgesics, opioids or psychotropic drugs. Patients using MAOIs concurrently or within the last 14 days.;"Nausea, dizziness & somnolence. Asthenia, fatigue, hot flushes; headache, tremor; GI disorders; psychiatric disorders; pruritus, rash, increased sweating.";"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Simtram;Simex;Paracetamol 325 mg, tramadol HCl 37.5 mg;Short term treatment of acute pain.;Hypersensitivity to tramadol, paracetamol, opioid or other component of this drug. Acute intoxication without acute alcohol intoxication, hypnotic, narcotics, central acting analgesics, opioid psychotropic drug. Patient receiving MAOIs. Uncontrolled seizure. Severe liver dysfunction.;Nausea, dizziness, drowsiness, weakness, fatigue, hot flushes, headache, tremor, abdominal pain, constipation, diarrhea, dyspepsia, bloating, dry mouth, vomiting, anorexia, anxiety, confusion, euphoria, insomnia, nervousness, pruritus, skin redness, sweating.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
Tradosik;Sanbe;Tramadol HCl;Treatment & prevention of severe acute & chronic pain, post-op pain & pain resulting from diagnostic measures.;Acute intoxication with alcohol, hypnotics, analgesics, opioids or psychotropics. Concomitant use with MAOI.;Nausea, vomiting, dyspepsia, obstipation, fatigue, sedation, dizziness, pruritus, sweating, flushing, dry mouth, headache.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis.";Analgesics (Opioid)
Tradosik Injection;Sanbe;Tramadol HCl;Treatment & prevention of severe acute & chronic pain, post-op pain & pain resulting from diagnostic measures.;Acute intoxication with alcohol, hypnotics, analgesics, opioids or psychotropics. Concomitant use with MAOI.;Nausea, vomiting, dyspepsia, obstipation, fatigue, sedation, dizziness, pruritus, sweating, flushing, dry mouth, headache.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis.";Analgesics (Opioid)
Tramal;Grunenthal;Tramadol;Moderate to severe acute & chronic pain & in painful diagnostic or therapeutic measures. Post-op pain & labour pain. Musculoskeletal pain. Cancer pain. Neuropathic pain.;Acute intoxication with alcohol, hypnotics, analgesics or psychotropics. Narcotic withdrawal treatment.;Sweating, dizziness, muzziness, vomiting, dry mouth. In rare cases, influence on CVS regulation, especially after IV administration, headache, retching, vomiting, constipation, GI irritation, skin reactions. In very rare cases, motorial weakness, blurred vision, appetite changes, micturition disorders, psychic side effects eg, mood, perception & activity changes, allergic reactions & anaphylaxis. Cerebral convulsions especially on co-medication with neuroleptics, increase in BP, bradycardia. If recommended dosage is exceeded considerably, possibility of resp depression cannot be excluded.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis.";Analgesics (Opioid)   /   Supportive Care Therapy
Tramofal;Ifars;Tramadol HCl;Severe acute & chronic pain, post-op pain.;"Drug & opioid dependence; MAOI therapy; acute intoxication with alcohol, hypnotic, analgesic or other CNS agents.";Dizziness, sedation, fatigue, headache, pruritus, sweating, skin redness, dry mouth, nausea, vomiting, dyspepsia, obstipation.;"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Low Back Pain; Osteoarthritis; Rheumatoid Arthritis.";Analgesics (Opioid)
Tramset;Fahrenheit;Tramadol HCl 37.5 mg, paracetamol 325 mg;Short-term treatment of acute pain.;"Hypersensitivity. Patients receiving MAOIs; severe hepatic impairment; epilepsy.";"Nausea, dizziness & somnolence. HTN, palpitations, tachycardia, arrhythmia; dizziness, somnolence, headache, trembling, involuntary muscle contractions, paraesthesia, tinnitus, ataxia, convulsions; psychiatric disorders; blurred vision; dyspnea; GI disorders; increased hepatic transaminases; sweating, pruritus, rash, urticaria; albuminuria, dysuria, urinary retention; shivers, hot flushes, thoracic pain.";"Cancer Pain; Fibromyalgia; Chronic Pelvic Pain; Chronic Pelvic Pain in Women; Neuropathic Pain; Burns - Initial Management; Low Back Pain; Osteoarthritis; Paget's Bone Disease; Rheumatoid Arthritis.";Analgesics (Opioid)
